Date,State,PM25,PM10,NO2,Humidity,Temperature,Month,DayOfWeek
2024-02-27,Maharashtra,312.0478598261179,455.1258321384328,81.8060435960833,63.97568888763529,23.316714589888882,2,1
2024-02-28,Gujarat,51.94601666215156,119.14104623401688,96.87967440502683,87.29073270955672,37.43237243966049,2,2
2024-02-29,Maharashtra,382.0122620137716,132.13903014314144,56.5361794748635,36.3368804130459,15.292319788050163,2,3
2024-03-01,Punjab,265.1562916638264,181.42396605074373,41.12082613641947,32.047940241669195,42.34182098128851,3,4
2024-03-02,Gujarat,339.47505305640124,422.51049039337823,95.12985152574974,24.993326822045603,31.878268183774377,3,5
2024-03-03,Gujarat,385.84360452730215,252.78402627168546,58.46306703301962,44.08626501207258,41.45266751587073,3,6
2024-03-04,Punjab,356.82683612236474,393.8832268515619,25.189885528948196,40.58703332726941,21.3491216888427,3,0
2024-03-05,Maharashtra,309.70159512909595,345.0305831514052,80.94609116371095,61.42293221988381,32.36938430862464,3,1
2024-03-06,Delhi,296.2650488050858,64.58984606297973,16.93557791480687,87.19639491983261,10.622244336266785,3,2
2024-03-07,Gujarat,213.76238640659386,433.3590156465552,49.795398171802624,20.01380740618093,36.605457595283426,3,3
2024-03-08,Karnataka,251.56968829706298,454.88040194352806,49.58951211347167,35.07188840391184,44.65315602614632,3,4
2024-03-09,Maharashtra,51.80181294756527,357.98732971579454,55.52515925625027,44.102303483605766,28.569398131218765,3,5
2024-03-10,Karnataka,31.173375921046564,102.93176828825202,18.46562042837123,61.468081959201044,32.5068984658452,3,6
2024-03-11,Karnataka,322.8075275657678,470.9581905890074,36.07552225260535,45.50992258733265,36.846932291131004,3,0
2024-03-12,Maharashtra,164.52193277029028,426.59049589047584,77.20161534711667,42.74936343574029,14.756553172555497,3,1
2024-03-13,Delhi,310.7026372587059,441.1862392757198,75.4532585039345,69.39770581157404,18.520042278824576,3,2
2024-03-14,Karnataka,281.11998863870133,337.11841181576375,25.631114022852334,49.78095617057238,16.16607158219818,3,3
2024-03-15,Delhi,34.83641683564494,159.6448874396309,33.500105285344574,64.59083871917915,10.276767163434007,3,4
2024-03-16,Karnataka,397.2837251412476,387.99023924629137,80.26872580469362,46.23621662210916,28.223413527172287,3,5
2024-03-17,Gujarat,361.719892113026,352.1796151964281,95.89421830364617,42.52411310888564,43.15695799675211,3,6
2024-03-18,Maharashtra,399.7618101146376,464.54174402406244,98.97395698151709,52.08893861993417,27.37997669447892,3,0
2024-03-19,Punjab,48.35429150666367,70.54641800874407,24.762821955167887,46.021469303097795,26.90408746278365,3,1
2024-03-20,Maharashtra,185.23089272975392,426.1020193738508,14.832794268431126,85.07656360698228,19.601536199158666,3,2
2024-03-21,Punjab,87.74747752047628,98.36828155819188,29.148900288120625,31.95327524897069,21.039377169181016,3,3
2024-03-22,Maharashtra,388.6676766033626,128.90886869552827,82.09898678428065,50.719237448913,17.387083156216395,3,4
2024-03-23,Karnataka,364.1576022885643,397.65151828773696,28.279820139562467,26.141780481308768,43.80439975106573,3,5
2024-03-24,Punjab,367.72402590814636,225.80022311121112,37.11193476534102,50.147378936492174,11.835598114113704,3,6
2024-03-25,Karnataka,182.68558539013918,353.1858715914373,46.44851324410824,38.3886654611219,43.33454067660525,3,0
2024-03-26,Karnataka,107.53180999794878,399.0435791322172,42.156631100733,82.71065834386532,44.73028946986209,3,1
2024-03-27,Karnataka,379.480390077273,193.61090637662628,32.00437113131942,22.414336650006295,20.30075536498215,3,2
2024-03-28,Karnataka,285.07136598032434,370.45430161042367,61.877943066059075,52.90635978832903,15.912623406374982,3,3
2024-03-29,Delhi,295.21959461060834,445.90699550651016,87.69998345239615,69.11685613160134,40.44540374373014,3,4
2024-03-30,Gujarat,308.9309957616075,200.95816381033998,69.09097412788438,36.82690793735229,32.37440321615804,3,5
2024-03-31,Punjab,235.50907755387067,450.05812608091156,88.12739575929788,51.86651575394194,19.865548183309823,3,6
2024-04-01,Delhi,30.423592877911304,214.36554325749188,48.211803206770725,27.000202643832623,19.339988304828353,4,0
2024-04-02,Gujarat,32.89714651116288,319.00866633514875,95.11869515823973,67.93439448797554,15.230443457814761,4,1
2024-04-03,Gujarat,129.20308080132372,200.91469632092418,12.724410975653129,80.91063711081061,34.01927449655706,4,2
2024-04-04,Maharashtra,391.38805504210546,387.4499619491068,69.83591766701406,39.871237589726505,35.062713540971885,4,3
2024-04-05,Punjab,369.48322530954067,174.69866857723935,20.955662837285825,67.98553762748683,19.741382414151524,4,4
2024-04-06,Delhi,325.729082955654,88.98638141796027,17.09662618833675,80.03347652674793,43.420374521830226,4,5
2024-04-07,Maharashtra,195.17349832963015,91.12160162275232,41.86483555438929,61.107891538981065,14.077844711068504,4,6
2024-04-08,Gujarat,41.77866334352154,157.41014613307237,56.76304869796863,38.405726958960514,31.84413764834508,4,0
2024-04-09,Gujarat,138.68375873415442,168.1042412619824,41.88285941506662,83.73110367093949,25.879846342835414,4,1
2024-04-10,Karnataka,191.570490380012,272.5819220886855,79.6626738875068,49.59286413458739,44.62870288007526,4,2
2024-04-11,Maharashtra,193.91800453471987,167.43634725816923,89.44387578476726,59.34015297373972,10.17257526090633,4,3
2024-04-12,Gujarat,352.8164080376589,263.9200682725266,51.885053659102816,69.65833526984325,18.508620499360248,4,4
2024-04-13,Maharashtra,304.1405170856212,331.29732029917056,43.47475131071654,53.41963786827814,12.85675462948235,4,5
2024-04-14,Delhi,107.29253174239861,396.2298812011121,13.193290255718106,75.35097153502608,18.101769276921786,4,6
2024-04-15,Gujarat,323.68487344682467,431.39366277563863,53.67223694925629,81.27731945003765,40.44121581311981,4,0
2024-04-16,Punjab,392.28696328107816,385.72940088059494,75.29075112365557,33.743196916352005,14.572214748796746,4,1
2024-04-17,Gujarat,325.0577093375081,163.47920440713216,37.066292194886245,69.56308558984952,23.412003463181676,4,2
2024-04-18,Maharashtra,75.76519754508507,402.1586171694388,66.2583886850297,27.61566253039524,21.79347770173844,4,3
2024-04-19,Maharashtra,337.6785819019409,351.6106017334109,44.17588790967704,46.96581427042604,28.734283359193707,4,4
2024-04-20,Karnataka,315.0908088200224,383.12892285965256,52.30165362351523,87.97882846704891,29.288929861149523,4,5
2024-04-21,Punjab,116.09957379895886,291.9677720296139,76.40673542587189,82.09563655817094,13.786296382924446,4,6
2024-04-22,Punjab,83.32523368230636,141.12983696595467,84.69475734228335,75.17760435924833,37.97896950994358,4,0
2024-04-23,Delhi,340.47787497056214,464.4271754025634,90.34370738999047,30.3054601055524,20.230445747704696,4,1
2024-04-24,Maharashtra,180.09336188766153,495.36510992087295,91.7070772753158,80.12596600011568,32.23091009927363,4,2
2024-04-25,Gujarat,56.337336676131585,83.28569578076689,35.214681797906316,45.3366680286361,27.361715963304107,4,3
2024-04-26,Delhi,246.3907635814014,88.08027021056259,97.3141409772891,23.830579914527902,39.63601141287988,4,4
2024-04-27,Delhi,362.37723357417906,396.2647078826102,39.00822808329058,55.502668942819824,30.108736580461088,4,5
2024-04-28,Gujarat,324.16372360081067,236.08862564576577,57.43057995336479,52.51809042362149,35.936153015628996,4,6
2024-04-29,Delhi,34.87684035794517,271.03436534719253,74.85361319358447,33.39299151471486,44.047169848621735,4,0
2024-04-30,Delhi,191.24095762484527,177.4973270577795,69.49882934461493,63.38510985493583,12.764527102722054,4,1
2024-05-01,Maharashtra,264.3652220203801,203.45700953982012,46.93635202348639,69.06869743352806,35.974226548999084,5,2
2024-05-02,Gujarat,309.80597024675035,141.9329457952394,20.204793420681916,31.28306392450188,14.787526297917623,5,3
2024-05-03,Maharashtra,45.0765594151504,343.1187801596782,46.326853232677664,45.28214229683765,14.653785141087404,5,4
2024-05-04,Punjab,93.23123957223643,199.2695223683332,49.967735836521115,88.03391686008018,21.473387613003702,5,5
2024-05-05,Gujarat,178.46546757008335,270.807386843553,10.486545304034093,28.28333538071393,35.825054688275486,5,6
2024-05-06,Maharashtra,373.8737868997942,346.8635952342986,71.60018652313624,83.4889933186296,33.41663554227953,5,0
2024-05-07,Gujarat,372.3384651705511,155.64171055577788,19.669168131062687,52.52912220001976,38.13831137568934,5,1
2024-05-08,Punjab,232.87508830597338,393.7919029318152,95.25899290990908,88.81611128049737,33.45261448969595,5,2
2024-05-09,Punjab,157.54181083160387,148.0182530510835,71.63216599020008,80.77119316311156,31.297273455921257,5,3
2024-05-10,Delhi,397.2077653505656,293.5241138919847,13.537487530479996,46.616526410851264,25.55530817888853,5,4
2024-05-11,Karnataka,32.775905851166115,110.0521023700743,21.495933110827792,39.76688624246629,33.933127120458735,5,5
2024-05-12,Karnataka,59.94089200342495,110.23822417732904,22.77642934423213,84.38523654249883,25.90580461562934,5,6
2024-05-13,Delhi,224.80206811563446,74.79547879185928,46.34398357381899,83.41593855073752,23.911199813288157,5,0
2024-05-14,Maharashtra,266.7537029386941,497.56619018814075,96.11479532504225,24.05188423564129,20.159140024412977,5,1
2024-05-15,Maharashtra,350.5203423755414,435.9264706428526,19.98485227546696,39.16855908070248,40.7853579916969,5,2
2024-05-16,Delhi,387.1015259573714,303.94416251464605,48.58158766180348,34.22366463525282,11.846868497022404,5,3
2024-05-17,Delhi,202.36314591623685,119.91254472493223,57.06029312639488,20.360996094846683,11.380819708803964,5,4
2024-05-18,Maharashtra,129.30716687118087,324.0698717572305,70.97717038658855,52.17356107958932,12.802293889067116,5,5
2024-05-19,Punjab,386.52741980828966,332.152646751632,30.087525268466923,52.84529816540372,13.141963797865849,5,6
2024-05-20,Maharashtra,396.93987549546864,52.552728070322715,49.901405934630915,60.34859447849426,32.89796854996004,5,0
2024-05-21,Delhi,353.71537931169684,393.6257724171542,46.833815120585854,78.73849290490733,14.141596616272627,5,1
2024-05-22,Karnataka,86.62638386983184,284.78314155376444,93.5487595319824,83.1258220333037,10.516249038400264,5,2
2024-05-23,Gujarat,288.0513044160711,487.6690771455644,20.571851959614094,62.843343305571935,38.25329182979205,5,3
2024-05-24,Maharashtra,36.66885285553149,383.0077655665503,46.8422120398125,75.61362074544154,31.06834423362115,5,4
2024-05-25,Maharashtra,266.6758204855139,299.93114794499047,11.565852842499941,23.77457036237914,20.813065944222085,5,5
2024-05-26,Punjab,360.9749360537527,89.773239204526,15.143333524127415,71.35899036304332,11.02060278708324,5,6
2024-05-27,Gujarat,314.04074478891636,495.6140711750962,16.678738602901515,22.729096577958472,23.23125340349273,5,0
2024-05-28,Punjab,122.82092041181534,269.498624549379,78.77624412095597,49.730499115425395,19.806193688318345,5,1
2024-05-29,Gujarat,213.2339670864835,225.7638739714935,86.3003148986262,45.35145024264011,22.525606663236367,5,2
2024-05-30,Gujarat,54.40768117858502,304.9209805155439,22.8780875255148,53.912390144245336,23.33806769872552,5,3
2024-05-31,Karnataka,336.9990654712597,209.37519596366224,60.84962960490358,41.00280450799857,19.93062805746773,5,4
2024-06-01,Punjab,234.7472635190197,384.1638105497879,60.92731909300698,59.3402101509388,37.53051814720308,6,5
2024-06-02,Punjab,338.2355626685192,55.54521150399897,40.74363563028849,45.64361219657599,26.613442090891315,6,6
2024-06-03,Karnataka,371.14194326276066,322.71109549131415,49.68156508726803,59.16340177421904,16.594914304226624,6,0
2024-06-04,Delhi,142.15290126963095,226.7789916356912,88.17586184372914,74.77880486967925,27.52235189040334,6,1
2024-06-05,Delhi,333.7254512219646,326.2751730633753,47.462863774521814,22.097078825827268,41.771754270744985,6,2
2024-06-06,Karnataka,198.1462483622552,162.7032282767836,68.2223508087001,27.517045211828986,23.16779386534839,6,3
2024-06-07,Delhi,239.6353346786313,456.5939388726345,28.475334181062603,27.841519422019125,25.835081368598917,6,4
2024-06-08,Maharashtra,302.3604700943481,141.38886924834077,85.57880676675397,29.842320963234194,14.29176444821816,6,5
2024-06-09,Gujarat,300.80913620699664,352.79627109118945,69.69736473932471,43.31809919314554,12.167444581964428,6,6
2024-06-10,Karnataka,355.052285457307,315.50246289860104,89.76431184065845,23.409633591729722,42.08453595723797,6,0
2024-06-11,Gujarat,218.55191652445464,227.17228873581308,93.26960971082003,30.58219684681867,10.52707785180231,6,1
2024-06-12,Gujarat,231.9986290558333,122.0039310825452,18.094082013378486,27.08912531955665,19.34507731807345,6,2
2024-06-13,Punjab,115.05556786358144,161.65346355122267,29.57201682650851,51.90383889677373,27.784865600498012,6,3
2024-06-14,Delhi,170.89202654995518,131.22378607856763,77.78101755622501,29.49739508043517,25.378717590270405,6,4
2024-06-15,Punjab,112.82282359261,326.51299780124094,32.80877810577037,61.6541410740158,14.874685308057671,6,5
2024-06-16,Delhi,176.2173458512179,403.0964818067793,33.07613464818376,49.000487890929456,30.837649625398903,6,6
2024-06-17,Karnataka,356.29470915595516,297.59315699539985,72.66385932727484,78.63154877665787,27.130123796577426,6,0
2024-06-18,Maharashtra,175.96020752190847,166.19546606960347,59.963061322776696,72.45724374614258,30.811184538980235,6,1
2024-06-19,Maharashtra,298.1400927434252,126.75453473332075,39.18133251289106,59.90829314629493,44.068727266844014,6,2
2024-06-20,Punjab,256.2892712013408,297.5620963790206,32.30327307024254,48.8048220259643,11.334027054314387,6,3
2024-06-21,Gujarat,271.59915130045823,51.08837775010868,45.59966317767554,67.37099520305993,13.500623773489714,6,4
2024-06-22,Karnataka,372.5923693929777,378.8472770466381,17.3489789422988,55.48528965127233,13.405695627059748,6,5
2024-06-23,Punjab,225.5233762777624,63.21202144266092,71.89603756054288,30.653618107492925,14.62482648816804,6,6
2024-06-24,Karnataka,245.97373025823978,345.5066820575083,57.68844706361995,49.292850675512135,20.982977842301516,6,0
2024-06-25,Gujarat,56.862229667994846,274.3679463099695,89.13313796299245,55.138383554808755,34.94923574323467,6,1
2024-06-26,Punjab,264.38628948602945,210.14614394675826,77.92205059677563,21.432332774783642,13.814691693682912,6,2
2024-06-27,Punjab,75.002011888625,453.3432679486435,13.202521748663518,89.74826887576273,37.17168793279086,6,3
2024-06-28,Punjab,92.71222387470169,93.1768472766727,59.745443011896015,84.44687622691738,33.502624304842996,6,4
2024-06-29,Punjab,293.4199974897828,435.0098277100145,99.19550905183432,83.96009063480172,42.08647364392996,6,5
2024-06-30,Maharashtra,96.93579448319215,116.4758335982136,83.24892067377482,71.04773452400298,32.28262110168964,6,6
2024-07-01,Delhi,45.225045691276954,427.67441262409733,86.87862636526302,74.80573716805551,34.72401874960486,7,0
2024-07-02,Maharashtra,118.50393805133542,96.46283721330786,21.330321708947757,71.86462703318143,34.56241938421844,7,1
2024-07-03,Maharashtra,278.3827463984733,73.68155241730481,58.90015753522528,53.509965912154534,24.456202849715094,7,2
2024-07-04,Karnataka,391.43514356678577,373.12399641704667,24.28558484757397,60.854216810308735,33.42986654661241,7,3
2024-07-05,Maharashtra,276.8115239697685,238.57275353008785,76.13254916682968,26.5765599171134,39.46700575918379,7,4
2024-07-06,Maharashtra,80.82209375491904,430.72759371451195,70.88759697497738,82.43498163103385,21.21671502727133,7,5
2024-07-07,Delhi,91.21632040880436,363.2674389709077,15.091300944455085,32.90788927666269,26.511706875487505,7,6
2024-07-08,Karnataka,258.4321279766913,436.1277183886257,56.535356725690114,81.4680311822091,24.670697026508417,7,0
2024-07-09,Gujarat,132.06416901773986,303.3077860852863,84.72980946174587,26.297077262224356,35.982192497759726,7,1
2024-07-10,Punjab,292.19496784106576,346.3627680227772,76.1940792920379,25.715729562172008,33.27033776293391,7,2
2024-07-11,Delhi,155.59427746245805,406.4281576965382,58.587023045924255,50.05374760328358,32.26276046927761,7,3
2024-07-12,Karnataka,160.83565581360472,285.3218072210558,98.70699939931045,37.16294144608188,29.95974041029657,7,4
2024-07-13,Delhi,125.06638370410145,320.7941589106437,98.40455026954379,61.681290791138686,35.991141417943794,7,5
2024-07-14,Maharashtra,284.5438600334851,357.4432981490313,16.294653995604317,27.818481118523593,42.74220904230164,7,6
2024-07-15,Gujarat,141.92488173128584,493.9907294277762,83.6086703319167,86.39184630228995,14.23716466325294,7,0
2024-07-16,Maharashtra,222.7611002776484,287.77580624986143,32.527416957210285,67.67831793880814,37.5554023775071,7,1
2024-07-17,Gujarat,374.5929786466616,413.069739491467,60.08755680090884,56.50319586242044,28.69503987614272,7,2
2024-07-18,Maharashtra,73.92533684378596,124.21767671033642,64.36170923732433,24.43983819075106,31.37826747357772,7,3
2024-07-19,Karnataka,91.79976401795199,405.26651981029477,83.73877569147712,66.26439858655641,25.69907281173202,7,4
2024-07-20,Delhi,143.16971486717586,464.13093519745104,14.455690154150886,51.95757120238743,40.97621733721269,7,5
2024-07-21,Punjab,158.59694180208203,91.45547294405377,61.761481513510155,89.0026618784709,10.091652094103576,7,6
2024-07-22,Maharashtra,187.54799287415443,253.412375649755,86.725128118928,87.5291468248626,41.751854781089605,7,0
2024-07-23,Maharashtra,186.53843978619278,486.9473937383832,76.50794925096884,51.07645710833249,43.63348882126139,7,1
2024-07-24,Punjab,161.55182702271492,354.32964136574367,39.293809779735945,56.61925301557871,31.544463900370346,7,2
2024-07-25,Gujarat,147.9661072821857,339.39508707314656,86.41855550997042,56.79729374988727,31.424679796960334,7,3
2024-07-26,Maharashtra,237.37723582040468,403.80272048869716,11.017698115829313,20.93068465305369,33.15134156732389,7,4
2024-07-27,Delhi,200.77105206948303,230.76972254356494,65.40317834821305,40.26755206525317,10.891645653616282,7,5
2024-07-28,Karnataka,139.83209520966568,229.0994440863375,17.99697630962548,89.43535677491691,33.61117126624508,7,6
2024-07-29,Gujarat,369.90647351585693,114.83349182384383,14.272088637420072,73.43464440407331,39.473579806896296,7,0
2024-07-30,Maharashtra,102.58026995250847,440.6983853295359,80.17649644148199,87.72970570745753,32.405042551083994,7,1
2024-07-31,Karnataka,266.69855726901494,247.59129785955076,12.067238905091232,80.76941820989853,28.800029529327006,7,2
2024-08-01,Maharashtra,177.66365820687443,404.71288218219996,38.576537882570406,31.694690248869456,12.69992326207388,8,3
2024-08-02,Punjab,305.2908847457937,77.05111814670818,79.1916031581832,40.3313730992616,22.21898187374915,8,4
2024-08-03,Delhi,192.21125947002187,392.25092619091095,54.16263556227024,24.722498338115948,29.208567511092703,8,5
2024-08-04,Punjab,152.89530106255273,322.02025184139166,88.97594591182619,32.10382175100292,44.719788098674165,8,6
2024-08-05,Karnataka,182.14939063616742,117.61357893932907,24.363305947948696,60.45402119381555,18.489440145841073,8,0
2024-08-06,Delhi,324.4269268572648,414.6779835730488,78.30379642877662,43.11674974580094,33.5601497857801,8,1
2024-08-07,Delhi,189.30587800277164,248.6922625593643,61.725609610809414,48.96537897018098,33.97081453132852,8,2
2024-08-08,Karnataka,244.06570545569375,216.92951476729834,40.89773414366337,67.08093719185783,17.68658218376325,8,3
2024-08-09,Gujarat,32.254742376161914,337.3196259209029,61.155309252882326,73.81815843153782,30.887471611703884,8,4
2024-08-10,Karnataka,311.073097062109,336.24731357027025,94.53317955887411,36.21590700238997,36.9060366365826,8,5
2024-08-11,Delhi,43.88505950697138,135.9794479731816,20.255184498130347,82.81495030664723,18.50201063728933,8,6
2024-08-12,Karnataka,228.9088206793498,138.95960404281956,47.88460247363221,84.25858027025266,20.66907955092039,8,0
2024-08-13,Delhi,388.50541730908014,198.0692191336456,44.42724528696962,79.8371877262249,29.49013514173627,8,1
2024-08-14,Gujarat,387.71835488803094,464.50154947432657,42.94726989816331,37.429850145899515,14.807706391764526,8,2
2024-08-15,Karnataka,304.20849637506615,80.59590708488679,35.720456861833476,28.591578055526398,10.385964706593441,8,3
2024-08-16,Punjab,288.4273633139268,164.84662049030783,91.2446862058062,21.421424717168946,24.478099309338138,8,4
2024-08-17,Gujarat,252.53133895528998,343.81070777764245,83.31893942446098,64.06161514202951,18.53309256970763,8,5
2024-08-18,Delhi,159.99163337959607,149.83026401666058,83.41295486101924,20.07054613537489,13.771615876659583,8,6
2024-08-19,Karnataka,301.5009583103056,397.24535774809914,61.62036163626121,66.90326939927678,44.49446794036806,8,0
2024-08-20,Delhi,97.68079092366366,177.32247378027353,15.15617848704294,42.834228088931056,43.11970325535399,8,1
2024-08-21,Gujarat,328.7110362384836,103.11699563175844,13.592104503038794,45.62088232191002,10.344175674131717,8,2
2024-08-22,Delhi,263.0091046532662,133.13060348695956,84.18743465405123,34.254143471333286,27.113085968416364,8,3
2024-08-23,Gujarat,383.42558824211426,200.15024895984914,61.51688413878085,75.46711483570486,35.693763591162494,8,4
2024-08-24,Delhi,325.64409916718563,350.55330154676744,54.569460336768756,61.25579004890662,31.65167851699216,8,5
2024-08-25,Gujarat,160.28113733729427,187.15833764002082,42.84614275402016,82.90413258928245,10.412836414860859,8,6
2024-08-26,Gujarat,199.36180104227847,330.74253378596757,62.14410473049479,63.14762151206251,27.519021013206793,8,0
2024-08-27,Delhi,272.7428603555311,155.29033028011528,43.52472575972459,21.702934571694552,40.09862395528771,8,1
2024-08-28,Gujarat,263.65198970377503,429.25057533327896,80.83200223513329,66.81214387164124,30.44910947837846,8,2
2024-08-29,Gujarat,372.30740351139,185.69386300499187,15.697631931540538,56.17623231224743,38.846887517543564,8,3
2024-08-30,Gujarat,37.455472964605576,379.5221078252177,50.36563682444957,35.77779608250192,38.76103970032051,8,4
2024-08-31,Delhi,262.4311118970348,211.20362789855312,49.97011172525686,42.31037109743349,26.075047602086595,8,5
2024-09-01,Punjab,393.82217321776926,260.2288707901597,35.39753993533198,24.424734651466476,25.721566936070296,9,6
